School Name,Address,Telephone,long,lat
Covenant Christian Academy,"860 Lewisville Road, Woodsfield, OH 43793",(740) 472-5321,-81.131159,39.7754199
Dominion Academy of Dayton,"925 N. Main Street, Dayton, OH 45405",(937) 224-8555,-84.19858959999999,39.7729042
Faith Academy,"250 Devon Rd, Delaware, OH 43015",(219) 204-1581,-83.07940099999999,40.2740412
Faith Academy,"204 W. Herrick Avenue, Wellington, OH 44090",(440) 537-0701,-82.2212504,41.1689046
Freedom Academy,"12201 Wayland Avenue, Cleveland, OH 44111",(216) 252-9718,-81.77293209999999,41.4504087
Good Shepherd Academy,"152 W. Grayling Drive, Akron, OH 44333",(330) 620-3502,-81.6087518,41.1331348
Grace Academy/Grace Bible Church,"2060 South Jefferson Avenue, Defiance, OH 43512",(419) 782-6391,-84.3613144,41.2566548
Greater Heights Academy,"2799 West River Road South, Elyria, OH 44035",(440) 453-3624,-82.1251614,41.338542
Hise Christian Academy,"44844 State Route 78, Woodsfield, OH 43793",(740) 484-4566,-81.0036997,39.7531458
Holy Family School,"5944 Sandelwood Avenue, North Ridgeville, OH 44039",(440) 327-1690,-82.0147851,41.4046161
Hopewood Christian Academy,"2951 Butler Road, Wakeman, OH 44889",(440) 822-6797,-82.36184449999999,41.2179125
Integrity Christian School,"405 Walnut Cliffs Drive, Columbus, OH 43213",(614) 377-7600,-82.85482840000002,39.9692946
Life Classical Christian School,"525 Maple Avenue, Hamilton, OH 45011",(513) 549-4428,-84.5572602,39.3966144
Living Word Preparatory School,"8315 Greenlawn Avenue, Parma, OH 44129",(440) 885-1172,-81.7427857,41.4085123
Lorien Academy of Arts and Sciences,"2550 Wendover Dr, Beavercreek, OH 45431",(303) 704-7823,-84.08616529999999,39.76605319999999
Manthano Academy,"15430 W. Sprague Road, Middleburg Heights, OH 44130",(440) 532-7472,-81.8100384,41.3507243
Midwest Literati Academy,"357 Raff Rd NW, Canton, OH 44708",(330) 479-1821,-81.4170166,40.80281979999999
Mother of the Redeemer,"4525 Michael Ave, North Olmsted, OH 44070",(440) 865-6571,-81.88146139999999,41.4231721
Mustard Seed Academy,"1456 Riverbend Drive, Defiance, OH 43512",(419) 782-5524,-84.3911279,41.3108764
Our Lady of Grace,"4816 West 211 Street, Fairview Park, OH 44126",(440) 331-1029,-81.85481659999999,41.4365773
Out of the Box Academy,"2383 S. Main St. C-100, Akron, OH 44319",(330) 400-4067,-81.5258494,41.0222604
School of Wisdom and Knowledge,"3312 Terrace Lane, Findlay, OH 45840",(419) 423-0241,-83.64625199999999,41.0798216
School on the Rock,"16722 Township Highway 22, Carey, OH 43316",(419) 396-4711,-83.43228599999999,40.96769
Solid Rock Baptist Academy,"1470 W Sandusky Avenue, Bellefontaine, OH 43311",(937) 844-1400,-83.7884918,40.3632883
Southmorse Christian Academy,"26 Jeremy Court, Pataskala, OH 43062",(740) 919-0045,-82.6023522,40.0077247
St. George Academy,"36602 Bauerdale Ave, Avon, OH 44011",(440) 934-4336,-82.0248553,41.4473557
Steart Christian Academy,"P.O. Box 311, Hamler, OH 43524",(419) 274-1154,-84.03411059999999,41.2292165
Universal Muslim Academy,"2232 Stratford Ave, 3rd Fl, Cincinnati, OH 45219",(513) 793-3076,-84.52280329999999,39.1240041
"Vogelbacher Academy, The","1450 Queen Anne's Gate, Westlake, OH 44145",(440) 482-9848,-81.9179173,41.4553232
Washington Academy,"429 Woodhill Drive N, Ashland, OH 44805",(330) 749-0256,-82.3155553,40.8524286
Water's Edge Academy,"3918 Jaycox Road, Avon, OH 44011",(216) 210-5201,-82.0036274,41.4322962
Alektor Academy,"1065 Shepherds Way, Clarksville, OH 45113",(937) 289-0250,-84.0063933,39.4064746
Bible Baptist Academy,"1944 Meriline Avenue, Dayton, OH 45420",(937) 253-1212,-84.134485,39.7383149
C.A.R.E. Christian Academy,"1226 Market Avenue, North, Canton, OH 44714",(330) 455-8590,-81.3715276,40.809923
Clover Creek Christian Academy,"B-397 County Road 12, Holgate, OH 43527",(614) 406-9577,-84.09344469999999,41.18731040000001
Covenant Christian Academy,"P.O. Box 367, Eaton, OH 45320",(937) 456-2177,-84.6366201,39.7439405
Crestwood Christian Academy,"333 Cemetery Road, Wellington, OH 44090",(440) 647-3419,-82.20812900000001,41.1584836
Dartworth Academy,"6510 Dartworth Dr, Parma, OH 44129",(440) 842-5300,-81.72970529999999,41.3999515
Delaware Christian Academy,"2280 Marysville Road, Delaware, OH 43015",(740) 369-2524,-83.1128126,40.3029725
Detroit South High School,"26800 Woodmont Drive, #73, Perrysburg, OH 43551",(248) 854-1234,-83.5908084,41.54000509999999
Divine Mercy Academy,"36057 Atlantic Avenue, North Ridgeville, OH 44039",(440) 353-9446,-82.0211084,41.4041032
Eagle Preparatory Academy,"6810 Blacklick Eastern Rd, Pickerington, OH 43147",(614) 833-0515,-82.7130055,39.9301362
"Eagles Academy, The","543 North Center Street, Lagrange, OH 44050",(440) 355-4835,-82.12012279999999,41.2461669
Faith Christian Academy,"PO Box 195, Lakemore, OH 44250",(330) 899-4119,-81.42893049999999,41.023832
Faville Christian Academy,"2260 S. Dugan Rd, Urbana, OH 43078",(937) 539-8269,-83.7163851,40.0768794
Freedom Christian Academy,"1015 Shuler Avenue, Hamilton, OH 45011",(513) 737-9384,-84.54439459999999,39.3868802
Galaxie Learning Academy,"2505 S. Dayton Brandt Road, New Carlisle, OH 45344",(937) 845-1652,-84.05724,39.9658639
Hopewood Christian Academy,"5581 State Route 18, Wakeman, OH 44889",(419) 929-8493,-82.3864815,41.1828212
HSM Academy,"4874 Mirror Lake Drive, Lima, OH 45801",(419) 222-1836,-84.0134581,40.7644777
In His Image Academy,"2903 Aylesbury St NW, North Canton, OH 44720",(330) 933-1349,-81.39838309999999,40.9177253
Integrity Christian School,"825 Persimmon Place, Columbus, OH 43213",(614) 856-9225,-82.8304229,39.9633955
Jackson Catholic Academy,"8238 Grayson Green Street NW, Massillon, OH 44646",(978) 381-3380,-81.504134,40.8669613
Jaeger House of Learning,"5817 Lathrop Place, Cincinnati, OH 45224",(513) 541-9030,-84.5519279,39.19750519999999
Joliet Academy,"8480 Wildcat Road, Tipp City, OH 45731",(937) 329-0529,-84.17216379999999,39.9583892
L.L. Academy,"4325 W US Highway 22/3, Wilmington, OH 45177",(937) 302-8123,-83.90456739999999,39.4431966
Land of Green,"PO Box 539, Parkman, OH 44080",(417) 630-1365,-81.06477129999999,41.3695422
Logos Learning Center,"19459 Rolling Brook Lane, Columbia Station, OH 44028",(440) 236-6290,-81.9428898,41.2787407
Mars Hill Christian Academy,"1926 Windsor Place, Findlay, OH 45840",(419) 423-4877,-83.61052169999999,41.0452406
Mast Academy,"707 Maple Street, Mansfield, OH 44906",(419) 543-3633,-82.54145319999999,40.7543368
Middleton Academy,"5741 W. US Hwy 22 & 3, Wilmington, OH 45177",(513) 678-5579,-83.92968809999999,39.43993589999999
Northside Christian School,"8921 N. Dixie Drive, Dayton, OH 45414",(937) 890-1361,-84.1996628,39.8608105
Northumbria Community Christian School,"407 Martinsburg Rd, Mount Vernon, OH 43050",(419) 889-9999,-82.47736979999999,40.3752891
Petra Christian Academy,"25 Clearwater Drive, Brunswick, OH 44212",(440) 334-1777,-81.8169922,41.2749397
Pleasant Places High School,"10988 Midway Rd, South Solon, OH 43153",(937) 462-9196,-83.61124939999999,39.79315890000001
Puritan Reformed Christian Academy,"8783 Ashton Place, North Ridgeville, OH 44039",(440) 309-4840,-82.04792859999999,41.366286
Sacred Heart Academy,"6505 County Road 109, Mount Gilead, OH 43338",(419) 560-7274,-82.7039195,40.5337586
Shekinah Christian Academy,"1091 Concord Drive, Medina, OH 44256",(440) 785-5936,-81.8403238,41.1273048
Solomon Christian Academy,"8219 Shawnee Forest Drive, Findlay, OH 45840",(419) 423-8292,-83.57319009999999,41.0478119
Southmorse Christian Academy,"3551 Babbitt Road, Blacklick, OH 43004",(614) 933-9427,-82.77806849999999,40.0491012
Spirit Academy,"608 Ridgecrest Rd, Akron, OH 44303",(330) 865-5873,-81.5433372,41.1129089
St. Francis of Assisi School,"16612 Twp. Rd 168, Arlington, OH 45814",(419) 348-0829,-83.562829,40.9720784
St. Maximilian Kolbe School,"2940 West Tower Ave, Cincinnati, OH 45238",(513) 574-5060,-84.5990187,39.1327308
Stechschulte Christian Academy,"P.O. Box 4, Miller City, OH 45864",(419) 876-3062,-84.1263623,41.1050406
Summit Christian Academy,"186 Jamestown Parkway, Avon Lake, OH 44012",(440) 853-7817,-81.993831,41.5082811
Temple Christian Academy,"1481 Yauger Road, Mount Vernon, OH 43050",(740) 397-7572,-82.4453587,40.3972223
Trisler Christian Academy,"9160 Lochard Road, Sidney, OH 45365",(937) 498-4574,-84.117228,40.3338271
Veritas Classical Christian Academy,"1144 W Main St, Ashland, OH 44805",(419) 289-8344,-82.33645709999999,40.8687096
Victory Christian School,"960 Children's Home Road, Urbana, OH 43078",(937) 652-1133,-83.7306222,40.1214686
Village Baptist Academy,"6322 Whipple Ave, NW, North Canton, OH 44720",(234) 401-9585,-81.4214267,40.872881
Washington Academy,"429 Woodhill Dr, North, Ashland, OH 44805",(330) 321-5105,-82.3155553,40.8524286
Williams Home School Academy,"129 Elm Hill Drive, Dayton, OH 45415",(937) 275-3390,-84.2376555,39.8251085
"Willow Creek Learning Center, Inc.","1322 W. Western Reserve Road, Youngstown, OH 44514",(330) 758-6871,-80.6749694,40.9894752
Yahweh Academy,"6964 Broadview Road, Parma, OH 44134",(216) 901-0981,-81.6858759,41.37638099999999
Riverbirch Academy,1761 Turnberry NW Canton 44708,(330) 477-4233,-81.450923,40.8188514
Saint Francis of Assisi School,16612 Twp Rd 168 Arlington 45814,(419) 694-1042,-83.562829,40.9720784
Joliet Academy,8480 Wildcat Road Tipp City 45731,(937) 667-0529,-84.17216379999999,39.9583892
Oakwood Christian School,124 Eastern Heights Blvd. Elyria 44035,(440) 322-4630,-82.0995398,41.3633897
Jackson Catholic Academy,8238 Grayson Green Street NW Massillon 44646,(330) 837-3381,-81.504134,40.8669613
PCS Academy,2920 Plum Creek Parkway Medina 44256,(330) 723-5696,-81.8083023,41.1956937
Tykes Academy,10107 Saddle Bridge Drive S Whitehouse 43571,(419) 419-0482,-83.7834122,41.5210842
St. Anthony of Padua Academy,176 Brentview Dr Grafton 44044,(440) 309-4116,-82.0753982,41.3185276
565 Academy,2157 Glenwood Toledo 43620,(419) 242-1997,-83.562496,41.6635603
Aletheia Academy,393 Madison Ave Marion 43302,(740) 382-5345,-83.0981463,40.5958439
Isley Preparatory Academy,2242 Heron Lane Marion 43302,(740) 386-2808,-83.06984059999999,40.5882462
CJT Brock Academy,6614 Cobblefield Dr Medina 44256,(330) 635-0586,-81.8509945,41.09335919999999
Shema Institure,2677 Township Road 27 Bluffton 45817,(419) 236-6821,-83.8296727,40.848535
L.L. Academy,2064 Ogden Road Wilmington 45177,(937) 383-6943,-83.9073172,39.4168174
Saint Mary's Consilidated School,23185 W State Route 51 Genoa 434430,(419) 559-8398,-83.359094,41.5181064
Rardin Ranch Limited,8259 Keys Rd Mt Vernon 43050,(740) 397-7422,-82.56036449999999,40.3597049
Faith Academy,204 W Herrick Ave Wellington 44090,(440) 647-4610,-82.2212504,41.1689046
Terrill Academy,2642 Huntington Drive Troy 45373,(937) 332-6700,-84.25247069999999,40.0121518
Uniontown Christian Academy,2989 Meadowland Uniontown 44685,(330) 798-1002,-81.4151277,40.9894265
Clearview Christian School,9629 Enderby Dr Parma 44130,(440) 884-9716,-81.75244289999999,41.4064948
Zoe Academy,1606 Tower Blvd. Lorain 44053,(440) 282-3427,-82.19232699999999,41.4326741
Christian Community School,35716 Royalton Road North Eaton 44044,(440) 748-6224,-82.0144095,41.3147326
Brookside Academy,7515 Brookside Road Independence 44131,(216) 849-4506,-81.6312075,41.3586874
Maple Hill Christian Academy,1144 Gulf Road Elyria 44035,(440) 365-6725,-82.0883527,41.4020309
Meadow Lark Christian Academy,1095 Meadow Lark Drive Enon 45323,(937) 864-0477,-83.9279851,39.8528455
Academy of Christian Learning,348 W. Washington Street Sabina 45169,(937) 584-5342,-83.6423669,39.487089
The Classical,21575 Riviera Dr Fairview Park 44126,(440) 716-6084,-81.8581003,41.4257719
Millenial Reign Academy,36 Sprague Rd Berea 44017,(440) 973-4531,-81.8591229,41.3509208
Reichelshelm Academy,7718 Alan Parkway Middleburg Heights 44130,(440) 532-7322,-81.8038823,41.3541738
Verum Dei Academy,23702 Sawmill Rd Olmsted Falls 44138,(440) 239-0661,-81.8852369,41.3527964
Woodrow Christian Academy,4506 Woodrow Ave Parma 44134,(440) 886-7088,-81.7164301,41.395359
Prindas High School,5735 South Street Vermilion 44089,(440) 752-6068,-82.3684548,41.4184085
Spring Road Christian Academy,311 South Spring Rd Westerville 43081,(614) 797-5701,-82.90363370000001,40.1164643
Yellow Creek Christian Academy,23203 Hammansburg Rd Deshler 43516,(419) 278-1808,-83.8463694,41.2260466
Liberty Christian Academy,1210 Timbercrest St Youngstown 44505,(330) 759-1025,-80.6458499,41.1659176
Alpha Omega Christian School,408 1/2 B Maple St Clyde 43410,(888) 643-4116,-82.981867,41.3023974
The Lyceum,PO Box 21466 S Euclid 44121,(216) 707-1121,-81.5322149,41.5233346
Moses Home School,5170 Brockton Dr Stow 44224,(330) 256-1699,-81.39331609999999,41.19526310000001
Stonewood Academy,505 Stonewood Dr Akron 44313,(330) 620-1448,-81.5578859,41.1184517
Lighthouse Christian Academy,7085 Gratis Jacksonburg Camden 45311,(937) 787-3618,-84.5370446,39.63762630000001
Lifelong Love of Learning,1100 Concord Drive Medina 44256,(330) 635-6988,-81.83946999999999,41.1273223
West Liberty Christian School,2601 Sweetwater Findlay 45840,(419) 425-4268,-83.6666126,41.07074950000001
Hathaway Academy,260 Hathaway Dr Cuyahoga Falls 44223,(330) 928-6066,-81.51758679999999,41.172171
Logos Christian Academy,3101 Logan Way Youngstown 44505,(330) 759-0553,-80.6369623,41.14029
Northern Ohio Christian Academy,1936 Chenango Rd Wakeman 44889,(440) 653-3695,-82.366687,41.19041199999999
Grantleigh Rd Academy,1374 Grantleigh Rd South Euclid 44121,(216) 382-4714,-81.5323679,41.5225635
Mason Christian Academy,5264 Blossom St 2403 Hamilton 45011,(513) 341-6276,-84.45002389999999,39.3170612
Keys Joy School,1940 Clairmont Ave Akron 44301,(330) 724-9779,-81.52516349999999,41.03386649999999
Gerrick Christian School,7705 York Road Parma 44130,(440) 476-5820,-81.7591757,41.3566711
Turner Learning Center,3185 Winterset Dayton 45440,(937) 428-1522,-84.05461179999999,39.6892945
St. Peter Julian Eymard School,3119 Winsted Drive Brunswick 44212,(330) 220-0573,-81.7980525,41.2542389
Beacon for Christ,5866 Wallace Blvd North Ridgeville 44039,(440) 465-7555,-81.9987932,41.4044159
DioSegunte,20510 Lorain Rd Fairivew Park 44126,(440) 610-8027,-81.8470973,41.4486392
Hilltop Academy,316 N Springfield Dr Macedonia 44056,(330) 468-1737,-81.50477719999999,41.3174524
St. Matthew,17740 Galehouse Rd Doylestown 44230,(330) 658-7264,-81.67017299999999,40.9364938
Hilltop Academy,6770 Broadview Road Parma 44134,(216) 524-2056,-81.6852103,41.3811256
The Academy of Classical Education,16766 Woodshire Drive Strongsville 44149,(440) 532-2222,-81.8411701,41.2940852
Thompson Bible Institute,PO Box 207 Bellevue 44811,(419) 483-2023,-82.8415763,41.2736647
St. Joseph Academy,3515 Little Blvd. Norton 44203,(330) 714-0239,-81.6548432,41.0380776
Our Lady of Victory School,706 Bailey's Trail Dayton 45440,(937) 431-5348,-84.0960056,39.6720868
Charis Christian Academy,9676 Monto Lane Findlay 45840,(419) 424-2029,-83.6949403,41.0366515
Healy Academy,149  Zackary Dr Granville 43023,(614) 746-7725,-82.61453390000001,40.0208418
Daybreak Academy,36710 W Royalton Rd Grafton 44044,(440) 783-3785,-82.03019859999999,41.3155545
Bethel Christian School,3499 St Rt 103 Bluffton 45817,(419) 358-0112,-83.8145258,40.8908364
Greater Heights Academy,133 Denison Ave Elyria 44035,(440) 309-4425,-82.0990731,41.3601638
The Strong Academy,737 Bobcat Dr Lagrange 44050,(440) 355-5127,-82.1554489,41.2087488
Saint Thomas Aquinas Academy,3996 Graham Dr Dayton 45431,(937) 231-3608,-84.0805946,39.7639243
Vine Academy,401 Vine St Waverly 45690,(740) 947-4296,-82.9837347,39.1221892
Hope Academy,8080 Weston Place NW North Canton 44720,(330) 494-9399,-81.4871517,40.8980958
Summit Co Education Service Center,420 Washington Ave Suite 200 Cuyahoga Falls 44221,(330) 945-5600,-81.48800949999999,41.1460892
White Tail Ridge Academy,635 White Tail Ridge Dr Fairlawn 44333,(330) 665-0322,-81.6222817,41.1164306
Trivium School,9115 Dolphin St SW Bolivar 44612,(330) 756-0162,-81.5326221,40.6506906
565 Academy,"2157 Glenwood, Toledo, 43620",4192421997,-83.562496,41.6635603
Academy of Christian Learning ,"348 W. Washington Street, Sabina, 45169",9375845342,-83.6423669,39.487089
"Academy of Classical Education, The","16766 Woodshire Drive, Strongsville, 44149",4402686024,-81.8411701,41.2940852
Academy of the Immaculate Heart of Mary,"2935 Chenoweth Road, Akron, 44312",3306443526,-81.4884598,40.9887
ACE Baptist Academy,"6290 Rip Rap Road, Huber Heights, 45424",9372338992,-84.1678585,39.8493179
Ada Christian Academy,"4073 State Route 309, Ada, 45810",4196349929,-83.803246,40.733375
Agape Christian Academy,"14220 Claridon Troy Road, Burton, 44021",4408348022,-81.1458481,41.4816803
Akron First Academy and Preschool,"1175 West Market Street, Akron, 44313",3308361436,-81.55251489999999,41.1021706
Alektor Academy,"1065 Shepherds Way, Clarksville, 45113",9372890250,-84.0063933,39.4064746
Alethia Academy,"393 Madison Avenue, Marion, 43302",7403825345,-83.0981463,40.5958439
All Saints Catholic School,"3810 Autumn Drive, Huron, 44839",4196264383,-82.644525,41.4094793
Alpha Omega Christian School,"408 1/2B E. Maple Street, Clyde, 43410",4195479300,-82.9601142,41.3169396
Antiquity Academy,"6216 State Route 521, Sunbury, 43074",7405242112,-82.94963059999999,40.327771
Apostolic Christian Academy,"5701 Sylvania Avenue, Toledo, 43623",4198555334,-83.68093089999999,41.6905532
Aspire Academy,"16690 Lucky Bell Lane, Chagrin  , 44023",4405430897,-81.2907221,41.4152529
Augustine Academy,"8596 Bechtel Road, Elyria, 44035",4403238879,-82.1761645,41.3661662
Ave Maria School,"383 Twp. Road 376, Toronto, 43964",7405445956,-80.6393035,40.4537062
B.L.E.S.S. School,"6562 Miller Drive, North Ridgeville, 44039",4403533022,-81.9897204,41.3904827
Beacon for Christ Academy,"5866 Wallace Blvd., North Ridgeville, 44039",4404657555,-81.9987932,41.4044159
Belpre Christian Academy,"200 First Lane, Belpre, 45714",7404237741,-81.56986859999999,39.287176
Berean Academy,"2127 Sumac Loop N., Columbus, 43229",6147942581,-82.960566,40.0809826
Bethel Baptist Christian Acadmey,"745 North Freedom Street, Ravenna, 44266",3302969845,-81.23318809999999,41.1671504
Bethel Baptist School,"434 Wilson Park Drive, West Carrollton, 45449",9378594713,-84.2577813,39.6561722
Bethel Christian School,"3499 State Route 103, Bluffton, 45817",4193580112,-83.8145258,40.8908364
Bethlogos Academy,"13751 Congress, West Salem, 44287",3302411278,-82.09383609999999,40.9690848
Bible Baptist Academy,"1944 Meriline Avenue, Dayton, 45420",9372531212,-84.134485,39.7383149
Bible Believers Christian School,"3500 Spencerville Road, Lima, 45805",4199995517,-84.1691118,40.723314
Blumfeldt Academy,"9385 Reed Road, North Ridgeville, 44039",4407484929,-81.990402,41.3548917
"Boehm Academy, The","209 E. McPherson Avenue, Findlay, 45840",4194200985,-83.6481637,41.0229393
Bogart Academy,"12372 Fite-Hauck Road, Sardinia, 45171",9374463995,-83.7851396,38.9778016
Bolser Family Academy,"6500 Hunting Creek Drive, Liberty Township, 45044",5138600442,-84.4038265,39.3931693
Bremen Holiness School,"1300 Mt. Zwingli Road, Bremen, 43107",7405694770,-82.44383599999999,39.697911
Broadview Classical Academy,"4300 Meadow Gateway, Broadview Heights, 44147",4405268021,-81.656117,41.3275876
Brookside Academy,"7515 Brookside Road, Independence, 44131",2165201443,-81.6312075,41.3586874
BSSB Academy,"4137 Bramshaw Road N.W., Canton, 44718",3304170210,-81.4494855,40.8408604
Building on the Rock Academy,"6736 County Road 10, Jenera, 45841",4193266184,-83.7522439,40.8191015
C.A.R.E. Christian Academy,"1226 Market Avenue, North, Canton, 44714",3304558590,-81.3715276,40.809923
"Calvary Academy, The","11970 Kenn Road, Cincinnati, 45240",5136749600,-84.50120849999999,39.2985863
Calvary Chapel Baptist School,"71 N. Hamilton, Minster , 45865",4196283717,-84.37153719999999,40.3945144
Calvary Christian School,"1140 Rush Avenue, Bellefontaine, 43311",9375996847,-83.7518681,40.3749299
"Cambridge Academy, The","943 Cambridge Road, Cleveland Heights, 44121",2163825934,-81.5381513,41.5346865
Carpe Diem Academy,"5939 Rainwater Way, Columbus, 43228",6145251450,-83.1600201,39.9658984
Carroll County Christian Academy,"1211 Lincoln Avenue N.W., Carrollton, 44615",3306275124,-81.0872364,40.5902913
Carson Academy of Excellence,"6380 Greenridge Avenue, New Carlisle, 45344",9373712660,-83.9207242,39.9501924
CBMS Conservatory,"14827 Rochelle Avenue, Cleveland, 44135",2169417506,-81.8000739,41.435477
Cedarview Christian Academy,"18520 Main Street, Middlesburg Heights, 44130",4402391530,-81.8369082,41.3521796
Central Baptist Academy,"1945 Frank Road, Columbus, 43223",6142798425,-83.0550219,39.918994
Champion's Christian Academy,"5284 Avery Road, Dublin, 43016",6147716777,-83.1571949,40.0683519
Chapel Hill Christian Academy,"14650 Jennings Road, Mount Vernon, 43050",7403933974,-82.4932535,40.3372655
Charis Christian Academy,"9676 Monto Lane, Findlay, 45840",4194242029,-83.6949403,41.0366515
Chesapeake Christian Academy,"120 Twp. Road 1043, Chesapeake, 45619",7408678900,-82.4680121,38.4266766
Christ Academy,"549 Creek Road, Clarksville, 45113",3302046330,-83.9501555,39.4296778
Christ the King Academy,"6451 Myrtle Hill Road, Valley City, 44280",3304830256,-81.9188449,41.254483
Christian Academy,"1001 North Maple Street, Marysville, 43040",9376440911,-83.3743897,40.24901970000001
Christian Community School,"35716 Royalton Road, North Eaton, 44044",4407496224,-82.0144095,41.3147326
Christian Faith Academy,"4322 Park Avenue, Ashtabula, 44004",4409983887,-80.78253099999999,41.8681616
Christian Heritage Academy,"118 Deerwalk Circle, Marietta, 45750",7403502234,-81.4591236,39.4727935
Christian Life Academy,"8877 Avon Beldon Road, North Ridgeville, 44039",4403530758,-82.018362,41.36409750000001
Christian Life Church Academy,"425 North Spring Road, Westerville, 43082",6147941830,-82.90300309999999,40.1362905
Christifideles School,"745 Union Station Road, Granville, 43023",7405870731,-82.5227693,40.0210859
Christ's Church Academy,"1440 Ridge Road N.E., Lancaster, 43130",7406870254,-82.5711173,39.739982
CJT Brock Academy,"6614 Cobblefield Drive, Medina, 44256",3306350586,-81.8509945,41.09335919999999
Clarion Christian Academy,"27161 Schady Road, Olmstead Falls, 44138",4405911935,-81.94840959999999,41.3614682
"Classical Academy, The","21575 Riviera Drive, Fairview Park, 44126",4407166084,-81.8581003,41.4257719
Clearview Christian School,"9629 Enderby Drive, Parma, 44130",4408849716,-81.75244289999999,41.4064948
Cobblestone Christian Academy,"6622 Cobblefield Drive, Medina, 44256",3307223363,-81.8510158,41.0931848
Community Christian Academy,"169 Beebe Avenue, Elyria, 44035",4409353304,-82.08124819999999,41.37851209999999
Community Christian Academy,"303 W. Fourth Street, Genoa, 43430",4198554187,-83.3621593,41.5149361
Concordia Academy,"122 Sycamore Street, Oberlin, 44074",4407754320,-82.2404823,41.2895317
Cornerstone Academy ,"207 W. West Street, West Union, 45693",9375445479,-83.5451934,38.7945166
Cornerstone Christian Academy,"1800 Tucscarawas Street East, Canton, 44707",3304562667,-81.3553316,40.7941407
Cornerstone Christian School,"18363 Township Road 251, Findlay, 45840",4197211338,-83.5283491,41.0499478
"Cornerstone School, The","254 Virginia Circle, Wilmington, 45177",9373825331,-83.8210948,39.4513338
Corpus Christi Academy,"23804 Ambour Drive, North Olmstead, 44070",4407169270,-81.884923,41.442993
Country Day Christian School,"8250 Spencer Lake Road, Medina, 44256",3306672314,-81.9864403,41.1114273
Countryside Christian School,"6490 W. Lincoln Hwy, Elida, 45807",4196423233,-84.22949,40.850613
Covenant Academy,"1145 Wittmer Road, Mansfield, 44903",4196317321,-82.6246661,40.7274823
Covenant Christian Academy,"345 Charleston Court, Fairfield, 45011",5139421844,-122.0405151,38.2491956
Covenant Christian Academy,"79 Maple Hill Drive, Chagrin Falls, 44022",4403383386,-81.3094679,41.4358561
Covenant Christian Academy,"4745 U.S. 127 N., Eaton, 45320",9374562177,-84.63170819999999,39.8105734
Covenant Christian School,"8001 Peters Pike, Vandalia, 45377",9372648600,-84.22996979999999,39.8651264
Cozaddele Baptist Academy,"10632 Elzroth Road, Goshen, 45122",5137222064,-84.15553039999999,39.271004
Crestwood Christian Academy,"333 Cementary Road, Wellington, 44090",4406473419,-82.20812900000001,41.1584836
Dayton International School,"7811 Mad River Road, Dayton, 45459",9374331120,-84.2162493,39.6379698
Dei Gratia Academy,"135 Crestwood Drive, Waverly, 45690",7409470123,-83.0103926,39.1091007
Detroit South High School,"26800 Woodmont Drive, #73, Perrysburg, 43551",2488541234,-83.5908084,41.54000509999999
DioSegunte,"20510 Lorain Road, Fairview Park, 44126",4406108027,-81.8470973,41.4486392
Divine Mercy Academy,"36057 Atlantic Avenue, North Ridgeville, 44039",4403539446,-82.0211084,41.4041032
Dominion Academy of Dayton,"925 N. Main Street, Dayton, 45405",9372248555,-84.19858959999999,39.7729042
"Eagles Academy, The","543 North Center Street, LaGrange, 44050",4403554835,-82.12012279999999,41.2461669
Eagle Academy of Columbus,"3643 Olde Ridenour Road, Gahanna, 43230",6144766061,-82.8817693,40.0311304
Eagle Preparatory Academy,"6810 Blacklick Eastern Road, Pickerington, 43147",6148330515,-82.7130055,39.9301362
Eastern Road Christian Academy,"2600 Eastern Road, Rittman, 44270",3309255437,-81.7827178,40.9873547
Ecclesia Academy,"25421 Tyndall Falls Drive, Olmstead Falls, 44138",4404540361,-81.9030451,41.35438509999999
Eleutheria Academy,"7654 Lealand Way, Columbus, 43235",3304613334,-83.0456858,40.1159911
Emmanuel Baptist School,"495 Old State Route 122, Lebanon, 45036",5139325205,-84.5177542,39.6129115
Enlighten Academy,"4425 Meadowview Drive , Canton, 44718",3304974739,-81.4577454,40.8452218
Evangel Academy Church School,"132 N. Smithville Road, Dayton, 45403",9372538342,-84.1364868,39.7693946
F.A.C.T. Academy,"7817 Blacklick Eastern Road, Pickerington, 43147",6145528161,-82.7324593,39.929063
Fairfield Christian School,"2470 Princeton Road, Hamilton, 45013",5137370841,-84.526684,39.3920138
Faith Academy,"118 Halstead Court, Delaware, 43015",7403620628,-83.1000265,40.31410839999999
Faith Academy,"204 W. Herrick Avenue, Wellington, 44090",4406474610,-82.2212504,41.1689046
Faith Christian Academy,"511 West Main Street, Wilmot, 44689",3303596215,-81.6345463,40.657534
Faith Christian Academy,"1584 Wilson Avenue, Lakemore, 44250",3308994119,-81.42893049999999,41.023832
Farmstead Christian,"1251 Township Road 115, Deshler, 43516",4192752327,-83.8691884,41.1489614
Faville Christian Academy,"2260 S. Dugan Road, Urbana, 43078",9375398269,-83.7163851,40.0768794
Fayette Christian School,"1315 Dayton Avenue, Washington C.H., 43160",7403357262,-83.4608957,39.5399583
Fearon Academy,"2859 Township Road 179, Bellefontaine, 43311",9379356571,-83.72883759999999,40.3315602
Firelands Christian Academy,"3809 Maple Avenue, Castalia, 44824",4196848642,-82.7883447,41.3963506
